fid2,ID_LINE,ID_POINT,DISTANCE,OVERLAND,X,Y,Z
2415,10,2415,93.714753856,94.262167741,144218.7811,2660727.2333,-44.099998474
2416,10,2416,94.253344395,94.80075828,144218.9813,2660726.7333,-44.099998474
2417,10,2417,94.791934934,95.339441615,144219.1815,2660726.2333,-44.090000153
2418,10,2418,95.330525474,95.878125021,144219.3817,2660725.7333,-44.079998016
2419,10,2419,95.869116013,96.416808427,144219.5819,2660725.2333,-44.090000153
2420,10,2420,96.407706553,96.956233766,144219.7821,2660724.7333,-44.119998932
2421,10,2421,96.946297092,97.494824305,144219.9823,2660724.2333,-44.119998932
2422,10,2422,97.484887631,98.033786073,144220.1825,2660723.7333,-44.13999939
2423,10,2423,98.023478171,98.573211412,144220.3827,2660723.2333,-44.169998169
2424,10,2424,98.56206871,99.112636962,144220.5829,2660722.7333,-44.200000763
2425,10,2425,99.10065925,99.651598589,144220.7831,2660722.2333,-44.219997406
2426,10,2426,99.639249789,100.19167251,144220.9833,2660721.7333,-44.259998322
2427,10,2427,100.17784033,100.73035585,144221.1835,2660721.2333,-44.25
2428,10,2428,100.71643087,101.27126221,144221.3837,2660720.7333,-44.299999237
2429,10,2429,101.25502141,101.81022398,144221.5839,2660720.2333,-44.279998779
2430,10,2430,101.79361195,102.34964932,144221.78409,2660719.7333,-44.309997559
2431,10,2431,102.33220249,102.90370712,144221.98429,2660719.2333,-44.439998627
2432,10,2432,102.87079303,103.44239052,144222.18449,2660718.7333,-44.450000763
2433,10,2433,103.40938356,103.98135215,144222.38469,2660718.2333,-44.469997406
2434,10,2434,103.9479741,104.52585198,144222.58489,2660717.7333,-44.549999237
2435,10,2435,104.48656464,105.06675834,144222.78509,2660717.2333,-44.599998474
2436,10,2436,105.02515518,105.60618368,144222.98529,2660716.7333,-44.629997253
2437,10,2437,105.56374572,106.14709004,144223.18549,2660716.2333,-44.579998016
2438,10,2438,106.10233626,106.70617776,144223.38569,2660715.7333,-44.430000305
2439,10,2439,106.6409268,107.25397355,144223.58589,2660715.2333,-44.329998016
2440,10,2440,107.17951734,107.795896,144223.78609,2660714.7333,-44.38999939
2441,10,2441,107.71810788,108.33448654,144223.98629,2660714.2333,-44.38999939
2442,10,2442,108.25669842,108.8734483,144224.18649,2660713.7333,-44.369998932
2443,10,2443,108.79528896,109.41435467,144224.38669,2660713.2333,-44.419998169
2444,10,2444,109.3338795,109.95442859,144224.58688,2660712.7333,-44.459999084
2445,10,2445,109.87247004,110.49339036,144224.78708,2660712.2333,-44.479999542
2446,10,2446,110.41106058,111.0319809,144224.98728,2660711.7333,-44.479999542
2447,10,2447,110.94965112,111.57094266,144225.18748,2660711.2333,-44.5
2448,10,2448,111.48824166,112.1110163,144225.38768,2660710.7333,-44.539997101
2449,10,2449,112.0268322,112.65293875,144225.58788,2660710.2333,-44.599998474
2450,10,2450,112.56542273,113.19236409,144225.78808,2660709.7333,-44.569999695
2451,10,2451,113.10401327,113.73132585,144225.98828,2660709.2333,-44.549999237
2452,10,2452,113.64260381,114.27912095,144226.18848,2660708.7333,-44.450000763
2453,10,2453,114.18119435,114.87718522,144226.38868,2660708.2333,-44.189998627
2454,10,2454,114.71978489,115.41725915,144226.58888,2660707.7333,-44.229999542
2455,10,2455,115.25837543,115.96037951,144226.78908,2660707.2333,-44.159999847
2456,10,2456,115.79696597,116.49980485,144226.98928,2660706.7333,-44.189998627
2457,10,2457,116.33555651,117.03923019,144227.18948,2660706.2333,-44.219997406
2458,10,2458,116.87414705,117.57930411,144227.38968,2660705.7333,-44.259998322
2459,10,2459,117.41273759,118.11798751,144227.58987,2660705.2333,-44.270000458
2460,10,2460,117.95132813,118.66404593,144227.79007,2660704.7333,-44.36000061
2461,10,2461,118.48991867,119.20347127,144227.99027,2660704.2333,-44.38999939
2462,10,2462,119.02850921,119.74659163,144228.19047,2660703.7333,-44.459999084
2463,10,2463,119.56709975,120.28666556,144228.39067,2660703.2333,-44.5
2464,10,2464,120,120.72244366,144228.55159,2660702.8314,-44.450000763
2465,11,2465,0,0,144098.40277,2660779.9817,-40.129997253
2466,11,2466,0.5385905394,0.5477957894,144098.60297,2660779.4817,-40.229999542
2467,11,2467,1.0771810788,1.1068845363,144098.80317,2660778.9817,-40.079998016
2468,11,2468,1.6157716182,2.2692033879,144099.00337,2660778.4817,-41.11000061
2469,11,2469,2.1543621576,2.8152618066,144099.20357,2660777.9817,-41.020000458
2470,11,2470,2.6929526971,3.3539451418,144099.40377,2660777.4817,-41.029998779
2471,11,2471,3.2315432365,3.8933704803,144099.60397,2660776.9817,-41.059997559
2472,11,2472,3.7701337759,4.4327958189,144099.80417,2660776.4817,-41.029998779
2473,11,2473,4.3087243153,4.980590912,144100.00437,2660775.9817,-41.129997253
2474,11,2474,4.8473148547,5.5396786354,144100.20457,2660775.4817,-40.979999542
2475,11,2475,5.3859053941,6.096167268,144100.40477,2660774.9817,-40.840000153
2476,11,2476,5.9244959335,6.6362409086,144100.60497,2660774.4817,-40.879997253
2477,11,2477,6.4630864729,7.238717428,144100.80517,2660773.9817,-40.61000061
2478,11,2478,7.0016770123,7.7927743339,144101.00536,2660773.4817,-40.739997864
2479,11,2479,7.5402675517,8.3388327526,144101.20556,2660772.9817,-40.649997711
2480,11,2480,8.0788580912,8.9169152594,144101.40576,2660772.4817,-40.439998627
2481,11,2481,8.6174486306,9.4760040063,144101.60596,2660771.9817,-40.590000153
2482,11,2482,9.15603917,10.017926449,144101.80616,2660771.4817,-40.529998779
2483,11,2483,9.6946297094,10.557351788,144102.00636,2660770.9817,-40.559997559
2484,11,2484,10.233220249,11.116439511,144102.20656,2660770.4817,-40.409999847
2485,11,2485,10.771810788,11.675528258,144102.40676,2660769.9817,-40.259998322
2486,11,2486,11.310401328,12.232016891,144102.60696,2660769.4817,-40.399997711
2487,11,2487,11.848991867,12.770700297,144102.80716,2660768.9817,-40.409999847
2488,11,2488,12.387582406,13.324758098,144103.00736,2660768.4817,-40.540000916
2489,11,2489,12.926172946,13.874467024,144103.20756,2660767.9817,-40.430000305
2490,11,2490,13.464763485,14.413892362,144103.40776,2660767.4817,-40.459999084
2491,11,2491,14.003354025,14.953317701,144103.60796,2660766.9817,-40.489997864
2492,11,2492,14.541944564,15.492743039,144103.80816,2660766.4817,-40.459999084
2493,11,2493,15.080535103,16.090805658,144104.00835,2660765.9817,-40.719997406
2494,11,2494,15.619125643,16.644862564,144104.20855,2660765.4817,-40.590000153
2495,11,2495,16.157716182,17.206716389,144104.40875,2660764.9817,-40.430000305
2496,11,2496,16.696306722,17.78850555,144104.60895,2660764.4817,-40.649997711
2497,11,2497,17.234897261,18.359626594,144104.80915,2660763.9817,-40.459999084
2498,11,2498,17.773487801,18.941417198,144105.00935,2660763.4817,-40.680000305
2499,11,2499,18.31207834,19.49790583,144105.20955,2660762.9817,-40.540000916
2500,11,2500,18.850668879,20.062689367,144105.40975,2660762.4817,-40.369998932
2501,11,2501,19.389259419,20.616747168,144105.60995,2660761.9817,-40.5
2502,11,2502,19.927849958,21.159867529,144105.81015,2660761.4817,-40.430000305
2503,11,2503,20.466440498,21.711664152,144106.01035,2660760.9817,-40.549999237
2504,11,2504,21.005031037,22.251089491,144106.21055,2660760.4817,-40.520000458
2505,11,2505,21.543621576,22.793011933,144106.41075,2660759.9817,-40.459999084
2506,11,2506,22.082212116,23.35210068,144106.61095,2660759.4817,-40.61000061
2507,11,2507,22.620802655,23.893007395,144106.81115,2660758.9817,-40.559997559
2508,11,2508,23.159393195,24.452096142,144107.01134,2660758.4817,-40.709999084
2509,11,2509,23.697983734,24.995216503,144107.21154,2660757.9817,-40.63999939
2510,11,2510,24.236574273,25.57329901,144107.41174,2660757.4817,-40.430000305
2511,11,2511,24.775164813,26.194731432,144107.61194,2660756.9817,-40.739997864
2512,11,2512,25.313755352,26.746528055,144107.81214,2660756.4817,-40.619998932
2513,11,2513,25.852345892,27.303016687,144108.01234,2660755.9817,-40.759998322
2514,11,2514,26.390936431,27.874137732,144108.21254,2660755.4817,-40.569999695
2515,11,2515,26.929526971,28.425934354,144108.41274,2660754.9817,-40.450000763
2516,11,2516,27.46811751,28.967856797,144108.61294,2660754.4817,-40.38999939
2517,11,2517,28.006708049,29.507282136,144108.81314,2660753.9817,-40.36000061
2518,11,2518,28.545298589,30.047355776,144109.01334,2660753.4817,-40.399997711
2519,11,2519,29.083889128,30.629144937,144109.21354,2660752.9817,-40.180000305
2520,11,2520,29.622479668,31.197018056,144109.41374,2660752.4817,-40
2521,11,2521,30.161070207,31.753506689,144109.61394,2660751.9817,-39.86000061
2522,11,2522,30.699660746,32.299565107,144109.81413,2660751.4817,-39.770000458
2523,11,2523,31.238251286,32.841487128,144110.01433,2660750.9817,-39.829998016
2524,11,2524,31.776841825,33.384607488,144110.21453,2660750.4817,-39.759998322
2525,11,2525,32.315432365,33.930665907,144110.41473,2660749.9817,-39.849998474
2526,11,2526,32.854022904,34.48715454,144110.61493,2660749.4817,-39.989997864
2527,11,2527,33.392613443,35.027228463,144110.81513,2660748.9817,-40.029998779
2528,11,2528,33.931203983,35.573286882,144111.01533,2660748.4817,-40.119998932
2529,11,2529,34.469794522,36.114193244,144111.21553,2660747.9817,-40.169998169
2530,11,2530,35.008385062,36.658693071,144111.41573,2660747.4817,-40.25
2531,11,2531,35.546975601,37.22656619,144111.61593,2660746.9817,-40.430000305
2532,11,2532,36.085566141,37.767472552,144111.81613,2660746.4817,-40.479999542
2533,11,2533,36.62415668,38.332254941,144112.01633,2660745.9817,-40.649997711
2534,11,2534,37.162747219,38.872328864,144112.21653,2660745.4817,-40.689998627
2535,11,2535,37.701337759,39.420124654,144112.41673,2660744.9817,-40.790000916
2536,11,2536,38.239928298,39.991245698,144112.61693,2660744.4817,-40.979999542
2537,11,2537,38.778518838,40.539040791,144112.81712,2660743.9817,-41.079998016
2538,11,2538,39.317109377,41.103824328,144113.01732,2660743.4817,-41.25
2539,11,2539,39.855699916,41.668606717,144113.21752,2660742.9817,-41.419998169
2540,11,2540,40.394290456,42.216402506,144113.41772,2660742.4817,-41.520000458
2541,11,2541,40.932880995,42.784275625,144113.61792,2660741.9817,-41.700000763
2542,11,2542,41.471471535,43.340764258,144113.81812,2660741.4817,-41.840000153
2543,11,2543,42.010062074,43.915290214,144114.01832,2660740.9817,-42.040000916
2544,11,2544,42.548652613,44.461348004,144114.21852,2660740.4817,-42.129997253
2545,11,2545,43.087243153,45.032470317,144114.41872,2660739.9817,-42.319999695
2546,11,2546,43.625833692,45.571060856,144114.61892,2660739.4817,-42.319999695
2547,11,2547,44.164424232,46.13014858,144114.81912,2660738.9817,-42.469997406
2548,11,2548,44.703014771,46.704674536,144115.01932,2660738.4817,-42.669998169
2549,11,2549,45.24160531,47.263763283,144115.21952,2660737.9817,-42.819999695
2550,11,2550,45.78019585,47.828545672,144115.41972,2660737.4817,-42.989997864
2551,11,2551,46.318786389,48.440248459,144115.61992,2660736.9817,-43.279998779
2552,11,2552,46.857376929,49.008121578,144115.82011,2660736.4817,-43.459999084
2553,11,2553,47.395967468,49.589912181,144116.02031,2660735.9817,-43.680000305
2554,11,2554,47.934558008,50.1577853,144116.22051,2660735.4817,-43.86000061
2555,11,2555,48.473148547,50.711842206,144116.42071,2660734.9817,-43.989997864
2556,11,2556,49.011739086,51.309906484,144116.62091,2660734.4817,-44.25
2557,11,2557,49.550329626,51.88798899,144116.82111,2660733.9817,-44.459999084
2558,11,2558,50.088920165,52.435784083,144117.02131,2660733.4817,-44.559997559
2559,11,2559,50.627510705,52.976690798,144117.22151,2660732.9817,-44.61000061
2560,11,2560,51.166101244,53.517597161,144117.42171,2660732.4817,-44.659999847
2561,11,2561,51.704691783,54.0561877,144117.62191,2660731.9817,-44.659999847
2562,11,2562,52.243282323,54.595613039,144117.82211,2660731.4817,-44.689998627
2563,11,2563,52.781872862,55.135038377,144118.02231,2660730.9817,-44.659999847
2564,11,2564,53.320463402,55.676960398,144118.22251,2660730.4817,-44.719997406
2565,11,2565,53.859053941,56.220080759,144118.42271,2660729.9817,-44.789997101
2566,11,2566,54.39764448,56.78193567,144118.62291,2660729.4817,-44.950000763
2567,11,2567,54.93623502,57.320897296,144118.8231,2660728.9817,-44.969997406
2568,11,2568,55.474825559,57.859580702,144119.0233,2660728.4817,-44.979999542
2569,11,2569,56.013416099,58.399006041,144119.2235,2660727.9817,-45.009998322
2570,11,2570,56.552006638,58.93759658,144119.4237,2660727.4817,-45.009998322
2571,11,2571,57.090597178,59.478502942,144119.6239,2660726.9817,-45.059997559
2572,11,2572,57.629187717,60.01746471,144119.8241,2660726.4817,-45.039997101
2573,11,2573,58.167778256,60.556890049,144120.0243,2660725.9817,-45.009998322
2574,11,2574,58.706368796,61.096315388,144120.2245,2660725.4817,-44.979999542
2575,11,2575,59.244959335,61.681959954,144120.4247,2660724.9817,-44.75
2576,11,2576,59.783549875,62.222033877,144120.6249,2660724.4817,-44.709999084
2577,11,2577,60.322140414,62.762107801,144120.8251,2660723.9817,-44.669998169
2578,11,2578,60.860730953,63.303014163,144121.0253,2660723.4817,-44.719997406
2579,11,2579,61.399321493,63.842439714,144121.2255,2660722.9817,-44.75
2580,11,2580,61.937912032,64.407222102,144121.4257,2660722.4817,-44.919998169
2581,11,2581,62.476502572,64.948128465,144121.62589,2660721.9817,-44.869998932
2582,11,2582,63.015093111,65.495923558,144121.82609,2660721.4817,-44.770000458
2583,11,2583,63.55368365,66.037846001,144122.02629,2660720.9817,-44.709999084
2584,11,2584,64.09227419,66.583904419,144122.22649,2660720.4817,-44.619998932
2585,11,2585,64.630864729,67.133613345,144122.42669,2660719.9817,-44.509998322
2586,11,2586,65.169455269,67.672575113,144122.62689,2660719.4817,-44.489997864
2587,11,2587,65.708045808,68.213481476,144122.82709,2660718.9817,-44.539997101
2588,11,2588,66.246636347,68.756602328,144123.02729,2660718.4817,-44.61000061
2589,11,2589,66.785226887,69.295285663,144123.22749,2660717.9817,-44.619998932
2590,11,2590,67.323817426,69.836192026,144123.42769,2660717.4817,-44.569999695
2591,11,2591,67.862407966,70.376265949,144123.62789,2660716.9817,-44.61000061
2592,11,2592,68.400998505,70.932755541,144123.82809,2660716.4817,-44.469997406
2593,11,2593,68.939589045,71.489245134,144124.02829,2660715.9817,-44.61000061
2594,11,2594,69.478179584,72.028670684,144124.22849,2660715.4817,-44.579998016
2595,11,2595,70.016770123,72.567354019,144124.42869,2660714.9817,-44.569999695
2596,11,2596,70.555360663,73.109276462,144124.62888,2660714.4817,-44.509998322
2597,11,2597,71.093951202,73.668364186,144124.82908,2660713.9817,-44.36000061
2598,11,2598,71.632541742,74.246448078,144125.02928,2660713.4817,-44.149997711
2599,11,2599,72.171132281,74.817569122,144125.22948,2660712.9817,-43.959999084
2600,11,2600,72.70972282,75.371626923,144125.42968,2660712.4817,-43.829998016
2601,11,2601,73.24831336,75.95727149,144125.62988,2660711.9817,-43.599998474
2602,11,2602,73.786903899,76.555334109,144125.83008,2660711.4817,-43.340000153
2603,11,2603,74.325494439,77.220299742,144126.03028,2660710.9817,-42.950000763
2604,11,2604,74.864084978,77.81836402,144126.23048,2660710.4817,-42.689998627
2605,11,2605,75.402675517,78.444845922,144126.43068,2660709.9817,-42.369998932
2606,11,2606,75.941266057,79.127838038,144126.63088,2660709.4817,-41.950000763
2607,11,2607,76.479856596,79.686926785,144126.83108,2660708.9817,-41.799999237
2608,11,2608,77.018447136,80.246015532,144127.03128,2660708.4817,-41.649997711
2609,11,2609,77.557037675,80.786089455,144127.23148,2660707.9817,-41.689998627
2610,11,2610,78.095628215,81.337886078,144127.43168,2660707.4817,-41.809997559
2611,11,2611,78.634218754,81.876847846,144127.63187,2660706.9817,-41.829998016
2612,11,2612,79.172809293,82.421347113,144127.83207,2660706.4817,-41.75
2613,11,2613,79.711399833,82.96584638,144128.03227,2660705.9817,-41.829998016
2614,11,2614,80.249990372,83.522335013,144128.23247,2660705.4817,-41.689998627
2615,11,2615,80.788580912,84.072043939,144128.43267,2660704.9817,-41.579998016
2616,11,2616,81.327171451,84.621752865,144128.63287,2660704.4817,-41.469997406
2617,11,2617,81.86576199,85.199835372,144128.83307,2660703.9817,-41.259998322
2618,11,2618,82.40435253,85.749544298,144129.03327,2660703.4817,-41.369998932
2619,11,2619,82.942943069,86.324070254,144129.23347,2660702.9817,-41.169998169
2620,11,2620,83.481533609,86.888852643,144129.43367,2660702.4817,-41
2621,11,2621,84.020124148,87.438561569,144129.63387,2660701.9817,-41.11000061
2622,11,2622,84.558714687,87.98168193,144129.83407,2660701.4817,-41.180000305
2623,11,2623,85.097305227,88.535738836,144130.03427,2660700.9817,-41.309997559
2624,11,2624,85.635895766,89.074329375,144130.23447,2660700.4817,-41.309997559
2625,11,2625,86.174486306,89.613754926,144130.43467,2660699.9817,-41.340000153
2626,11,2626,86.713076845,90.154661288,144130.63486,2660699.4817,-41.38999939
2627,11,2627,87.251667385,90.693344623,144130.83506,2660698.9817,-41.399997711
2628,11,2628,87.790257924,91.231935163,144131.03526,2660698.4817,-41.399997711
2629,11,2629,88.328848463,91.775055524,144131.23546,2660697.9817,-41.329998016
2630,11,2630,88.867439003,92.321113942,144131.43566,2660697.4817,-41.239997864
2631,11,2631,89.406029542,92.859797348,144131.63586,2660696.9817,-41.25
2632,11,2632,89.944620082,93.398759116,144131.83606,2660696.4817,-41.229999542
2633,11,2633,90.483210621,93.937442522,144132.03626,2660695.9817,-41.219997406
2634,11,2634,91.02180116,94.47640429,144132.23646,2660695.4817,-41.239997864
2635,11,2635,91.5603917,95.015087696,144132.43666,2660694.9817,-41.25
2636,11,2636,92.098982239,95.561146115,144132.63686,2660694.4817,-41.340000153
2637,11,2637,92.637572779,96.100107883,144132.83706,2660693.9817,-41.36000061
2638,11,2638,93.176163318,96.640181524,144133.03726,2660693.4817,-41.399997711
2639,11,2639,93.714753857,97.179607074,144133.23746,2660692.9817,-41.430000305
2640,11,2640,94.253344397,97.719032625,144133.43766,2660692.4817,-41.399997711
2641,11,2641,94.791934936,98.25993934,144133.63785,2660691.9817,-41.450000763
2642,11,2642,95.330525476,98.798529879,144133.83805,2660691.4817,-41.450000763
2643,11,2643,95.869116015,99.337213285,144134.03825,2660690.9817,-41.439998627
2644,11,2644,96.407706554,99.880333646,144134.23845,2660690.4817,-41.369998932
2645,11,2645,96.946297094,100.43213027,144134.43865,2660689.9817,-41.25
2646,11,2646,97.484887633,100.97072081,144134.63885,2660689.4817,-41.25
2647,11,2647,98.023478173,101.51264325,144134.83905,2660688.9817,-41.189998627
2648,11,2648,98.562068712,102.05123379,144135.03925,2660688.4817,-41.189998627
2649,11,2649,99.100659252,102.58982433,144135.23945,2660687.9817,-41.189998627
2650,11,2650,99.639249791,103.12841487,144135.43965,2660687.4817,-41.189998627
2651,11,2651,100.17784033,103.67033731,144135.63985,2660686.9817,-41.25
2652,11,2652,100.71643087,104.21124367,144135.84005,2660686.4817,-41.200000763
2653,11,2653,101.25502141,104.7703314,144136.04025,2660685.9817,-41.349998474
2654,11,2654,101.79361195,105.30929317,144136.24045,2660685.4817,-41.329998016
2655,11,2655,102.33220249,105.85241353,144136.44064,2660684.9817,-41.259998322
2656,11,2656,102.87079303,106.41150227,144136.64084,2660684.4817,-41.409999847
2657,11,2657,103.40938357,106.95018568,144136.84104,2660683.9817,-41.399997711
2658,11,2658,103.94797411,107.50198313,144137.04124,2660683.4817,-41.520000458
2659,11,2659,104.48656465,108.04205706,144137.24144,2660682.9817,-41.479999542
2660,11,2660,105.02515519,108.58064759,144137.44164,2660682.4817,-41.479999542
2661,11,2661,105.56374572,109.13244422,144137.64184,2660681.9817,-41.599998474
2662,11,2662,106.10233626,109.68650202,144137.84204,2660681.4817,-41.469997406
2663,11,2663,106.6409268,110.22842446,144138.04224,2660680.9817,-41.529998779
2664,11,2664,107.17951734,110.76849838,144138.24244,2660680.4817,-41.489997864
2665,11,2665,107.71810788,111.31820731,144138.44264,2660679.9817,-41.379997253
2666,11,2666,108.25669842,111.86132816,144138.64284,2660679.4817,-41.450000763
2667,11,2667,108.79528896,112.41103709,144138.84304,2660678.9817,-41.340000153
2668,11,2668,109.3338795,112.95111073,144139.04324,2660678.4817,-41.379997253
2669,11,2669,109.87247004,113.4900725,144139.24344,2660677.9817,-41.399997711
2670,11,2670,110.41106058,114.02875583,144139.44363,2660677.4817,-41.38999939
2671,11,2671,110.94965112,114.56882976,144139.64383,2660676.9817,-41.349998474
2672,11,2672,111.48824166,115.11332902,144139.84403,2660676.4817,-41.270000458
2673,11,2673,112.0268322,115.65201236,144140.04423,2660675.9817,-41.279998779
2674,11,2674,112.56542274,116.19291872,144140.24443,2660675.4817,-41.229999542
2675,11,2675,113.10401328,116.73160213,144140.44463,2660674.9817,-41.219997406
2676,11,2676,113.64260382,117.27472298,144140.64483,2660674.4817,-41.290000916
2677,11,2677,114.18119436,117.8207814,144140.84503,2660673.9817,-41.200000763
2678,11,2678,114.71978489,118.3748383,144141.04523,2660673.4817,-41.329998016
2679,11,2679,115.25837543,118.91342884,144141.24543,2660672.9817,-41.329998016
2680,11,2680,115.79696597,119.45201938,144141.44563,2660672.4817,-41.329998016
2681,11,2681,116.33555651,119.99209331,144141.64583,2660671.9817,-41.369998932
2682,11,2682,116.87414705,120.53105507,144141.84603,2660671.4817,-41.38999939
2683,11,2683,117.41273759,121.07001684,144142.04623,2660670.9817,-41.409999847
2684,11,2684,117.95132813,121.60870018,144142.24643,2660670.4817,-41.419998169
2685,11,2685,118.48991867,122.14738358,144142.44662,2660669.9817,-41.430000305
2686,11,2686,119.02850921,122.68606692,144142.64682,2660669.4817,-41.439998627
2687,11,2687,119.56709975,123.22465746,144142.84702,2660668.9817,-41.439998627
2688,11,2688,120,123.65940187,144143.00794,2660668.5799,-41.479999542
2689,12,2689,0,0,144012.85912,2660745.7302,-41.229999542
2690,12,2690,0.5385905394,0.5564886326,144013.05932,2660745.2302,-41.369998932
2691,12,2691,1.0771810788,1.0965625557,144013.25952,2660744.7302,-41.329998016
2692,12,2692,1.6157716182,1.6355243238,144013.45972,2660744.2302,-41.349998474
2693,12,2693,2.1543621576,2.1920129564,144013.65992,2660743.7302,-41.489997864
2694,12,2694,2.692952697,2.7309747244,144013.86012,2660743.2302,-41.469997406
2695,12,2695,3.2315432364,3.2710486475,144014.06032,2660742.7302,-41.509998322
2696,12,2696,3.7701337758,3.8104739861,144014.26052,2660742.2302,-41.479999542
2697,12,2697,4.3087243152,4.3513803484,144014.46072,2660741.7302,-41.430000305
2698,12,2698,4.8473148546,4.8914542715,144014.66092,2660741.2302,-41.38999939
2699,12,2699,5.385905394,5.4301376066,144014.86112,2660740.7302,-41.399997711
2700,12,2700,5.9244959334,5.9702112472,144015.06132,2660740.2302,-41.36000061
2701,12,2701,6.4630864728,6.5102848877,144015.26152,2660739.7302,-41.399997711
2702,12,2702,7.0016770122,7.0497104384,144015.46172,2660739.2302,-41.430000305
2703,12,2703,7.5402675516,7.5916324588,144015.66192,2660738.7302,-41.489997864
2704,12,2704,8.078858091,8.1335544792,144015.86211,2660738.2302,-41.430000305
2705,12,2705,8.6174486304,8.6796128979,144016.06231,2660737.7302,-41.520000458
2706,12,2706,9.1560391698,9.2314095205,144016.26251,2660737.2302,-41.63999939
2707,12,2707,9.6946297092,9.7714834436,144016.46271,2660736.7302,-41.680000305
2708,12,2708,10.233220249,10.311557084,144016.66291,2660736.2302,-41.719997406
2709,12,2709,10.771810788,10.851631007,144016.86311,2660735.7302,-41.759998322
2710,12,2710,11.310401327,11.390592775,144017.06331,2660735.2302,-41.739997864
2711,12,2711,11.848991867,11.929554543,144017.26351,2660734.7302,-41.759998322
2712,12,2712,12.387582406,12.468980094,144017.46371,2660734.2302,-41.790000916
2713,12,2713,12.926172946,13.007941721,144017.66391,2660733.7302,-41.809997559
2714,12,2714,13.464763485,13.548848436,144017.86411,2660733.2302,-41.86000061
2715,12,2715,14.003354024,14.087810062,144018.06431,2660732.7302,-41.879997253
2716,12,2716,14.541944564,14.627235613,144018.26451,2660732.2302,-41.909999847
2717,12,2717,15.080535103,15.17173488,144018.46471,2660731.7302,-41.989997864
2718,12,2718,15.619125643,15.711808803,144018.6649,2660731.2302,-42.029998779
2719,12,2719,16.157716182,16.250770571,144018.8651,2660730.7302,-42.049999237
2720,12,2720,16.696306721,16.792693014,144019.0653,2660730.2302,-42.11000061
2721,12,2721,17.234897261,17.335813375,144019.2655,2660729.7302,-42.180000305
2722,12,2722,17.7734878,17.874403914,144019.4657,2660729.2302,-42.180000305
2723,12,2723,18.31207834,18.418903741,144019.6659,2660728.7302,-42.099998474
2724,12,2724,18.850668879,18.960825762,144019.8661,2660728.2302,-42.040000916
2725,12,2725,19.389259418,19.517315354,144020.0663,2660727.7302,-41.899997711
2726,12,2726,19.927849958,20.060435715,144020.2665,2660727.2302,-41.829998016
2727,12,2727,20.466440497,20.599119121,144020.4667,2660726.7302,-41.840000153
2728,12,2728,21.005031037,21.141041564,144020.6669,2660726.2302,-41.779998779
2729,12,2729,21.543621576,21.688836657,144020.8671,2660725.7302,-41.879997253
2730,12,2730,22.082212115,22.227798425,144021.0673,2660725.2302,-41.899997711
2731,12,2731,22.620802655,22.766760193,144021.2675,2660724.7302,-41.919998169
2732,12,2732,23.159393194,23.309880554,144021.4677,2660724.2302,-41.989997864
2733,12,2733,23.697983734,23.84856396,144021.66789,2660723.7302,-42
2734,12,2734,24.236574273,24.389470322,144021.86809,2660723.2302,-42.049999237
2735,12,2735,24.775164812,24.928060861,144022.06829,2660722.7302,-42.049999237
2736,12,2736,25.313755352,25.475855955,144022.26849,2660722.2302,-42.149997711
2737,12,2737,25.852345891,26.01453936,144022.46869,2660721.7302,-42.159999847
2738,12,2738,26.390936431,26.553222696,144022.66889,2660721.2302,-42.169998169
2739,12,2739,26.92952697,27.092648246,144022.86909,2660720.7302,-42.200000763
2740,12,2740,27.468117509,27.631331652,144023.06929,2660720.2302,-42.189998627
2741,12,2741,28.006708049,28.169922192,144023.26949,2660719.7302,-42.189998627
2742,12,2742,28.545298588,28.71598061,144023.46969,2660719.2302,-42.099998474
2743,12,2743,29.083889128,29.256054533,144023.66989,2660718.7302,-42.13999939
2744,12,2744,29.622479667,29.81514328,144023.87009,2660718.2302,-41.989997864
2745,12,2745,30.161070206,30.354568831,144024.07029,2660717.7302,-42.020000458
2746,12,2746,30.699660746,30.893530599,144024.27049,2660717.2302,-42
2747,12,2747,31.238251285,31.435453042,144024.47069,2660716.7302,-41.939998627
2748,12,2748,31.776841825,31.974043581,144024.67088,2660716.2302,-41.939998627
2749,12,2749,32.315432364,32.512726987,144024.87108,2660715.7302,-41.950000763
2750,12,2750,32.854022903,33.051317527,144025.07128,2660715.2302,-41.950000763
2751,12,2751,33.392613443,33.590000862,144025.27148,2660714.7302,-41.959999084
2752,12,2752,33.931203982,34.128684197,144025.47168,2660714.2302,-41.969997406
2753,12,2753,34.469794522,34.667645965,144025.67188,2660713.7302,-41.989997864
2754,12,2754,35.008385061,35.206607733,144025.87208,2660713.2302,-41.969997406
2755,12,2755,35.5469756,35.747514448,144026.07228,2660712.7302,-42.020000458
2756,12,2756,36.08556614,36.286939787,144026.27248,2660712.2302,-42.049999237
2757,12,2757,36.624156679,36.826365125,144026.47268,2660711.7302,-42.079998016
2758,12,2758,37.162747219,37.365790464,144026.67288,2660711.2302,-42.049999237
2759,12,2759,37.701337758,37.904381003,144026.87308,2660710.7302,-42.049999237
2760,12,2760,38.239928297,38.443806342,144027.07328,2660710.2302,-42.020000458
2761,12,2761,38.778518837,38.982489748,144027.27348,2660709.7302,-42.009998322
2762,12,2762,39.317109376,39.521915298,144027.47368,2660709.2302,-42.040000916
2763,12,2763,39.855699916,40.062821661,144027.67387,2660708.7302,-42.090000153
